player_id,hero_name,Adam Warlock,Angela,Black Panther,Black Widow,Blade,Bruce Banner,Captain America,Cloak & Dagger,Daredevil,Doctor Strange,Emma Frost,Gambit,Groot,Hawkeye,Hela,Human Torch,Invisible Woman,Iron Fist,Iron Man,Jeff The Land Shark,Loki,Luna Snow,Magik,Magneto,Mantis,Mister Fantastic,Moon Knight,Namor,Peni Parker,Phoenix,Psylocke,Rocket Raccoon,Scarlet Witch,Spider-Man,Squirrel Girl,Star-Lord,Storm,The Punisher,The Thing,Thor,Ultron,Venom,Winter Soldier,Wolverine
BQUI,Venom,,,,,,,,,,,,0.0,,,,,1.0,0.0,,,0.0,,0.0,0.0,,1.0,0.0,,1.0,0.0,1.0,0.5,,,,,,,,,,,,0.0
BQUI,Winter Soldier,0.0,0.5,,,,,1.0,1.0,,0.0,0.5,0.3333333333333333,1.0,,0.5,,0.25,0.0,,0.0,,0.6666666666666666,,0.3333333333333333,,,,,,0.75,,0.75,,0.0,,,,,1.0,,,,,1.0
BR00ST,Daredevil,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,
BR00ST,Emma Frost,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
BR00ST,Groot,,,,,,,1.0,,,1.0,,0.5,,,,,0.6666666666666666,,,,,,,0.5,1.0,,,1.0,,0.5,1.0,,,,,,,,,,,,0.0,
BR00ST,Hawkeye,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,
BR00ST,Hela,,0.0,,,,,,,,,0.0,0.5,0.5,,,,0.0,,,0.0,0.3333333333333333,0.0,,0.25,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.5
BR00ST,Invisible Woman,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,
BR00ST,Luna Snow,,0.0,,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,
BR00ST,Magneto,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
BR00ST,Namor,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
BR00ST,Phoenix,,,,,,0.0,0.0,,0.5,,0.42857142857142855,0.375,0.6666666666666666,,0.0,,0.4444444444444444,1.0,,,0.0,0.5,,0.6666666666666666,0.0,1.0,0.0,0.0,0.3333333333333333,,0.3333333333333333,0.5,,,,0.0,,,,0.0,,1.0,0.5,
BR00ST,Psylocke,,0.0,,,,,0.0,,1.0,,0.0,1.0,0.0,,,,0.0,,,0.5,,,,1.0,,,,,,,,0.0,,,,0.0,,,,0.0,1.0,,,
BR00ST,Rocket Raccoon,,0.0,,,,,1.0,,0.0,,1.0,0.5,1.0,,1.0,,,,,0.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,0.0,,
BR00ST,Star-Lord,,0.5,,,,,,,,0.0,0.0,0.25,1.0,,,,0.3333333333333333,,,,,,,0.0,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,
BR00ST,The Punisher,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,
BR00ST,Winter Soldier,,,,,,,,,,,1.0,0.0,,,,,0.5,,,0.0,,0.0,,0.3333333333333333,,,,,,,0.0,1.0,,1.0,,0.0,,,,,,0.0,,0.0
BROBA,Squirrel Girl,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,
BRONK,Gambit,,0.0,,,,,,,0.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,,1.0,,,,,,0.5,,,1.0,
BRONK,Wolverine,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
BRWNIIEE,Luna Snow,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
BRYSON TILLER.,Magneto,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,
BUFF JOE BIDEN,Captain America,0.0,,,,,,,0.0,,,0.0,0.25,0.0,0.0,,,0.5,,0.0,0.0,,,0.0,0.5,1.0,,,,,0.3333333333333333,,0.0,,,,,,,,,,,0.0,
BUFF JOE BIDEN,Invisible Woman,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
BUFF JOE BIDEN,Magneto,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
BUFF SUE STORM,Gambit,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,
BUFF SUE STORM,Invisible Woman,,,,,1.0,0.0,0.0,0.0,,0.0,0.5714285714285714,0.3333333333333333,0.0,0.5,0.0,,,0.0,,0.5,,0.5,,0.5,,,0.0,,,0.0,0.6,0.5,,0.6666666666666666,,0.0,0.0,1.0,0.0,,,0.3333333333333333,0.5,
BUILDUHC2600,Iron Man,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0
BUILDUHC2600,Luna Snow,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,
BUILDUHC2600,Spider-Man,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
BUMSUPPORTᵗᵛ,Invisible Woman,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,0.0,,,,0.0
BUSY02,Magneto,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,
BaKaZooKa,Ultron,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
BaNaNaB_FpS,Phoenix,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
Baby Rosa,Angela,,,,,,,0.0,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,0.0,,,,,0.5,,0.0,,0.0,,,,,,,,,,
Baby Rosa,Emma Frost,,,,,,,,,,1.0,,0.0,,,,,0.5,1.0,,,1.0,,,0.0,,,0.0,,,1.0,0.0,,,,,,,,,,,,,
Baby Rosa,Groot,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,
Baby Rosa,Magneto,,,,,,1.0,,,,1.0,1.0,0.8,,,,,1.0,,,1.0,0.6666666666666666,,,,1.0,,,,,0.8333333333333334,,1.0,,,,0.0,,,,,0.0,1.0,1.0,
Baby Rosa,Phoenix,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
Baby Rosa,Venom,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
Back homë,Gambit,,0.0,,,0.0,,,,,,,,1.0,,,,1.0,1.0,,,0.0,,,1.0,,,,,,1.0,,,,,,,,,,0.0,,,0.0,
Back homë,Loki,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,
Back homë,Magneto,,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
Back homë,Rocket Raccoon,,,,,,,,,,,0.5,,0.0,,1.0,,0.0,,,,,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,1.0,0.0,
BackStabBud,Namor,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,
BackToMе,Daredevil,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,
BackToMе,Loki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0
BackToMе,Spider-Man,,,,,,,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,
BacklineBarbie,Cloak & Dagger,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
Bacock,Rocket Raccoon,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
BadGDPlayer,Angela,,,,,0.0,,1.0,0.5,1.0,,0.5,0.6666666666666666,0.0,0.0,0.0,,0.0,0.5,,0.5,0.5,0.3333333333333333,,0.5,1.0,,,,,1.0,0.75,0.6666666666666666,,0.0,,1.0,,,1.0,,,,0.0,
BadGDPlayer,Bruce Banner,0.0,0.6666666666666666,,0.0,,,1.0,1.0,1.0,0.0,0.5555555555555556,0.41935483870967744,0.5454545454545454,0.6666666666666666,0.7142857142857143,,0.4,0.8,,0.5,0.6153846153846154,0.5,0.0,0.42857142857142855,0.5454545454545454,0.25,0.3333333333333333,0.0,1.0,0.47368421052631576,0.45454545454545453,0.7368421052631579,,1.0,,0.6,,0.0,,,,0.6666666666666666,0.2727272727272727,0.6666666666666666
BadGDPlayer,Captain America,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,
BadJamaicanNYC,Black Widow,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,
BadJamaicanNYC,Emma Frost,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,
BadJamaicanNYC,Gambit,1.0,0.3333333333333333,,0.0,,,,,1.0,0.5,0.42857142857142855,,0.0,0.0,1.0,,0.375,,,0.6666666666666666,0.5,,0.3333333333333333,0.5,0.5,,0.5,0.0,,0.3333333333333333,0.0,0.5,,0.0,,,,0.5,0.0,,,0.0,0.25,0.5
BadJamaicanNYC,Invisible Woman,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,
BadJamaicanNYC,Magneto,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0
BadJamaicanNYC,Rocket Raccoon,,,,,,0.0,,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,,,,,0.5,0.5,1.0,0.0,,,,,0.3333333333333333,,,0.0,,0.0,,,0.0,,,0.6666666666666666,1.0,
BadOnMyEnd_Naj,Rocket Raccoon,,,0.0,,,,1.0,,,,,1.0,,,,,,1.0,,0.5,,,,,0.0,,0.0,,,,,,,,,,,,,,,,1.0,0.0
Baddie Bunny,Magneto,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,
Bader2,Magik,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
Badа,Groot,,,,,,,,,,0.0,1.0,0.5,,,,,,1.0,,,,0.0,,,,,,,,,,1.0,,0.0,,0.5,,,,,,,,
Badа,Magneto,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,
Badа,Moon Knight,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,
Badа,The Thing,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
Baefu,Angela,,,,,,,,0.0,,,,,1.0,,0.0,,0.0,,1.0,0.5,,,,,,,,,,,,0.5,,,,,0.0,1.0,0.0,,,0.0,,
Baefu,The Thing,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
Bahamut versa,Cloak & Dagger,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,
Bahamut versa,Magneto,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,
Bahamut versa,Peni Parker,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
Baharty0,Rocket Raccoon,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
Bahlonzo,Gambit,,,,,1.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,1.0,0.0,,1.0,,,,1.0,,,,,,,,
Bahlonzo,Invisible Woman,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,
Bahlonzo,Luna Snow,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
Bahlonzo,Mantis,1.0,1.0,0.0,,,,1.0,,0.0,,0.0,0.0,1.0,1.0,,,0.6666666666666666,,,,0.5,,,0.5,,,,,,0.0,,,,,,,,,,,,0.0,1.0,
Bahlonzo,Rocket Raccoon,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
Bahlonzo,Storm,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
Baijuu,Invisible Woman,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0
Bakamura,Magneto,,,,,,,,,,,,0.0,,,,,0.5,,,,,1.0,,,,0.0,,,0.5,,1.0,1.0,,0.0,,,,,,,,,,
Bakamura,Psylocke,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
Baleinha,Angela,,,,,1.0,,,,,0.0,,,1.0,,1.0,,0.6666666666666666,1.0,,,1.0,1.0,,1.0,,,,1.0,,0.0,,0.6666666666666666,,1.0,,0.5,,,,,,,,
Baleinha,Jeff The Land Shark,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,
Baleinha,Magneto,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
Baleinha,Mantis,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
Baleinha,Psylocke,,,,,,1.0,,,,,0.0,0.0,1.0,0.0,,,0.3333333333333333,,,,1.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,0.5
Baleinha,Star-Lord,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
Baleinha,Venom,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,
BallHardGaming,Loki,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
BallHardGaming,Magneto,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,
BallZacccc,Captain America,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,0.0,
BallZacccc,Magneto,,,,,,,,,,1.0,,0.5,0.0,,1.0,,,,,,,0.0,,,,,,1.0,,0.0,0.0,1.0,,,,,,,,,,,,
Balthilux,Luna Snow,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
BamboozlingYou,Rocket Raccoon,,,,,,,,,,,0.0,1.0,1.0,,,,0.5,,,0.0,,,1.0,0.5,1.0,,,0.0,0.6666666666666666,0.0,0.0,,,,,0.6666666666666666,,,,,,,,
BanGambitOrInt,Angela,,,,,,,,0.0,,,1.0,0.5,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.5,,,,0.5,,,,,,,1.0,
BanGambitOrInt,Cloak & Dagger,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0
BanGambitOrInt,Doctor Strange,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
BanGambitOrInt,Emma Frost,,1.0,,,,,0.3333333333333333,,,,,0.3333333333333333,,,1.0,,0.6666666666666666,,,0.0,,1.0,,,1.0,,,1.0,,0.5,0.0,1.0,,,,1.0,,0.0,,,,1.0,0.0,
BanGambitOrInt,Magneto,,0.0,,,,,,,1.0,1.0,0.6,0.7142857142857143,1.0,0.5,0.0,,1.0,0.5,,0.5,0.3333333333333333,,1.0,,0.5,,1.0,,,1.0,1.0,0.0,,0.5,,0.3333333333333333,,,,,,,,0.5
BanGambitOrInt,Mantis,0.0,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,
BanGambitOrInt,Peni Parker,,,,0.0,,0.0,,,1.0,,,0.0,,,,,1.0,,,,,,,1.0,,,,,,0.0,,1.0,,1.0,,,,0.0,,,,,,
BanGambitOrInt,Thor,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
Banana Boys,Emma Frost,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
Banana bruv,Emma Frost,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,
BananaMontana,Emma Frost,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
BananaMontana,Gambit,1.0,,,,,1.0,1.0,,,1.0,0.6666666666666666,,1.0,0.0,1.0,,0.25,1.0,,1.0,1.0,0.0,1.0,0.2,,,0.0,,,0.5,1.0,0.5,1.0,0.0,,0.5,,,,,,0.0,0.0,0.0
BananaMontana,Invisible Woman,,0.0,,,,,,,,,0.3333333333333333,,,,,,,,,,0.0,,,0.0,,,1.0,,,0.0,0.0,0.5,,,,,,,,,,1.0,0.5,
BananaMontana,Moon Knight,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
BananananaThug,Magneto,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,
BananasMilk,Gambit,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
BanchodeMan,Wolverine,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,
Banneَd,Emma Frost,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
Banneَd,Luna Snow,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,
Banneَd,Magneto,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Banneَd,Phoenix,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,
Banni9,Hela,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
BarackGaming,Venom,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,
Bari zZz,The Punisher,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,
Bartokens,Rocket Raccoon,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,
BasedRemix,Invisible Woman,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
BasedRemix,Magneto,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,
Baskerville,Emma Frost,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0
Basong,Gambit,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0
Basong,Invisible Woman,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
Basong,Magneto,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,
Batman Reborn,Hela,,,,,,,0.5,,,,,,1.0,,,,0.5,,,,,,,0.0,0.0,,,,,0.5,,1.0,,,,,,,,,,,,
Batman231150,Gambit,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,
BatmanԜhoLaugh,Hawkeye,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
BatmanԜhoLaugh,Moon Knight,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,
Bayonettа,Captain America,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Bayonettа,Emma Frost,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
Bayonettа,Gambit,,1.0,,,,0.0,0.0,,0.5,,1.0,,,,1.0,,1.0,0.0,,,,,,1.0,0.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,1.0
Bayonettа,Invisible Woman,,,,,,,,,1.0,,0.75,0.5,1.0,,0.0,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,0.6666666666666666,1.0,,1.0,,,,,,0.0,,1.0,,
Bayonettа,Luna Snow,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,
Bayonettа,Magneto,,0.5,,0.0,,,,,0.0,,0.0,0.5714285714285714,0.3333333333333333,,,,0.6666666666666666,0.0,,0.0,0.0,1.0,,,0.0,,,,1.0,0.5,0.3333333333333333,0.5,,1.0,0.0,1.0,,0.0,,,,1.0,0.5,1.0
Bayonettа,Phoenix,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,
Bayonettа,Psylocke,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0
Bayonettа,Winter Soldier,,1.0,,,,,,,,1.0,0.5,0.6666666666666666,,,,,1.0,,,,1.0,,1.0,0.0,,,,,,0.0,1.0,0.5,,,,,,,,,,,,
Bazzanella,Invisible Woman,1.0,0.5,,,,,,,,1.0,1.0,0.625,1.0,,1.0,,,0.5,,,0.0,,1.0,0.4,0.8,,,,0.3333333333333333,0.0,1.0,1.0,,,,0.3333333333333333,,,,,,,,1.0
Bazzanella,Mantis,,,,,,,,,,,,0.0,0.5,,,,1.0,,1.0,,0.0,,,0.0,,,1.0,,,0.0,,,,,,0.0,,0.0,0.0,,,1.0,,
Bazzanella,Rocket Raccoon,,0.0,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,
Bazzy-,Magneto,,,,,,,,,,,0.5,0.0,,,,,1.0,,,,0.0,1.0,,,0.0,,,,,1.0,,,,1.0,,0.0,,,,,,,,
Be-Greater-,Captain America,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,
Be-Greater-,Loki,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,
Be-Greater-,Spider-Man,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,
Be-Greater-,Wolverine,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
BeastPete,Spider-Man,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,
BeatBot3.0,Magneto,,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
BecKer,Psylocke,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,
Becca,Gambit,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,
Beda,Angela,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
Beda,Doctor Strange,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Beda,Gambit,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,
Beda,Groot,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,
Beda,Loki,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,
Beda,Magneto,,,,,,1.0,,,,,0.0,0.3333333333333333,,,,,0.3333333333333333,,,0.0,,,,,,,,,0.0,0.0,,,,,,1.0,,0.0,,,,,1.0,
Beda,Mister Fantastic,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,
Beeg7x,Angela,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,
Beelumb,Hela,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
Beelumb,Magneto,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Beero44,Luna Snow,,,0.0,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,
Beerworthy,Magneto,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,
Beerworthy,The Punisher,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,
Beet__,Doctor Strange,,,,,,,,,,,1.0,0.5,1.0,,,,0.6666666666666666,,,,,,,0.5,1.0,,,,,0.0,1.0,1.0,,,,0.5,,,,,,,,
