match_id,team_id,hero_name,won
5513757_1764338447_1272434_11001_12,1,"Blade, Daredevil, Doctor Strange, Gambit, Groot, Loki",0
5513757_1764549771_1292140_11001_12,0,"Gambit, Iron Fist, Jeff The Land Shark, Magneto, Mister Fantastic, Thor",1
5513757_1764549771_1292140_11001_12,1,"Doctor Strange, Emma Frost, Gambit, Jeff The Land Shark, Magik, Spider-Man",0
5513758_1764186126_1311035_11001_12,0,"Adam Warlock, Emma Frost, Groot, Invisible Woman, Mantis, Star-Lord",1
5513758_1764186126_1311035_11001_12,1,"Captain America, Emma Frost, Hela, Invisible Woman, Loki, Magneto",0
5513758_1764536340_1288132_11001_12,0,"Emma Frost, Gambit, Hawkeye, Invisible Woman, Magneto, Phoenix",0
5513758_1764536340_1288132_11001_12,1,"Doctor Strange, Gambit, Invisible Woman, Magneto, Star-Lord, Winter Soldier",1
5513758_1764737125_1290228_11001_12,0,"Doctor Strange, Emma Frost, Gambit, Loki, Winter Soldier, Wolverine",0
5513758_1764737125_1290228_11001_12,1,"Emma Frost, Gambit, Hela, Invisible Woman, Magneto, Phoenix",1
5513759_1764385539_2042022_11001_12,0,"Black Widow, Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Wolverine",0
5513759_1764385539_2042022_11001_12,1,"Emma Frost, Gambit, Groot, Human Torch, Invisible Woman, Phoenix",1
5513759_1764387511_2042055_11001_12,0,"Blade, Cloak & Dagger, Gambit, Groot, Magneto, Rocket Raccoon",0
5513759_1764387511_2042055_11001_12,1,"Gambit, Invisible Woman, Magneto, Phoenix, Storm, Thor",1
5513759_1764416108_2042359_11001_12,0,"Gambit, Groot, Loki, Magneto, Mantis, Phoenix",1
5513759_1764416108_2042359_11001_12,1,"Doctor Strange, Emma Frost, Gambit, Loki, Mantis, The Punisher",0
5513759_1765052096_1310241_11001_12,0,"Doctor Strange, Invisible Woman, Magneto, Mantis, Spider-Man, Winter Soldier",1
5513759_1765052096_1310241_11001_12,1,"Cloak & Dagger, Groot, Magik, Namor, Phoenix, Rocket Raccoon",0
5513760_1763769886_1318027_11001_12,0,"Captain America, Gambit, Invisible Woman, Iron Fist, Magneto, Phoenix",1
5513760_1763769886_1318027_11001_12,1,"Doctor Strange, Emma Frost, Gambit, Invisible Woman, Mantis, Phoenix",0
5513760_1763954757_1310252_11001_12,0,"Blade, Bruce Banner, Doctor Strange, Gambit, Rocket Raccoon, Winter Soldier",0
5513760_1763954757_1310252_11001_12,1,"Captain America, Gambit, Hela, Invisible Woman, Magneto, Psylocke",1
5513760_1764670270_1310601_11001_12,0,"Angela, Gambit, Hawkeye, Invisible Woman, Namor, Phoenix",1
5513760_1764670270_1310601_11001_12,1,"Angela, Gambit, Hawkeye, Peni Parker, Rocket Raccoon, Star-Lord",0
5513760_1764680012_1310738_11001_12,0,"Black Widow, Jeff The Land Shark, Magneto, Mantis, Phoenix, Wolverine",1
5513760_1764680012_1310738_11001_12,1,"Black Widow, Groot, Iron Fist, Jeff The Land Shark, Mantis, Venom",0
5513760_1765077412_1245444_11001_12,0,"Daredevil, Gambit, Groot, Loki, Magneto, Mantis",0
5513760_1765077412_1245444_11001_12,1,"Captain America, Daredevil, Gambit, Invisible Woman, Magneto, Mister Fantastic",1
5513761_1763326573_1272130_11001_12,0,"Daredevil, Gambit, Iron Fist, Jeff The Land Shark, Luna Snow, Magneto",1
5513761_1763326573_1272130_11001_12,1,"Captain America, Daredevil, Gambit, Jeff The Land Shark, Phoenix, Venom",0
5513761_1763433437_1245250_11001_12,0,"Bruce Banner, Cloak & Dagger, Groot, Hawkeye, Invisible Woman, Mister Fantastic",1
5513761_1763433437_1245250_11001_12,1,"Captain America, Emma Frost, Gambit, Hela, Invisible Woman, Psylocke",0
5513761_1764117632_1310223_11001_12,0,"Angela, Gambit, Loki, Magneto, Star-Lord, Winter Soldier",1
5513761_1764117632_1310223_11001_12,1,"Angela, Gambit, Hela, Luna Snow, Magneto, Namor",0
5513761_1764140425_1310544_11001_12,0,"Emma Frost, Gambit, Hela, Invisible Woman, Magneto, Namor",1
5513761_1764140425_1310544_11001_12,1,"Captain America, Gambit, Hela, Invisible Woman, Magneto, Winter Soldier",0
5513761_1764305428_1318148_11001_12,0,"Emma Frost, Emma Frost, Gambit, Invisible Woman, Phoenix, Star-Lord",0
5513761_1764305428_1318148_11001_12,1,"Adam Warlock, Gambit, Invisible Woman, Magneto, Winter Soldier, Wolverine",1
5513762_1764467646_1288057_11001_12,0,"Emma Frost, Invisible Woman, Loki, Magneto, Mantis, Star-Lord",0
5513762_1764467646_1288057_11001_12,1,"Emma Frost, Hawkeye, Invisible Woman, Magneto, Phoenix, Rocket Raccoon",1
5513763_1764807826_1267077_11001_12,0,"Emma Frost, Luna Snow, Magneto, Phoenix, Rocket Raccoon, Wolverine",1
5513763_1764807826_1267077_11001_12,1,"Groot, Luna Snow, Magneto, Rocket Raccoon, Winter Soldier, Wolverine",0
5513763_1764815177_1267185_11001_12,0,"Gambit, Invisible Woman, Magneto, Phoenix, Scarlet Witch, Star-Lord",0
5513763_1764815177_1267185_11001_12,1,"Angela, Captain America, Daredevil, Gambit, Phoenix, Rocket Raccoon",1
5513764_1764452962_1292007_11001_12,0,"Emma Frost, Gambit, Hela, Iron Fist, Rocket Raccoon, Venom",1
5513764_1764452962_1292007_11001_12,1,"Angela, Gambit, Hela, Magneto, Rocket Raccoon, Star-Lord",0
5513764_1764646788_1318061_11001_12,0,"Gambit, Invisible Woman, Magneto, Phoenix, Psylocke, Venom",0
5513764_1764646788_1318061_11001_12,1,"Emma Frost, Gambit, Groot, Jeff The Land Shark, Loki, Psylocke",1
5513764_1764806088_1288044_11001_12,0,"Gambit, Hela, Invisible Woman, Magneto, Phoenix, Venom",0
5513764_1764806088_1288044_11001_12,1,"Bruce Banner, Gambit, Loki, Magneto, Mantis, Phoenix",1
5513764_1764816868_1291020_11001_12,0,"Emma Frost, Invisible Woman, Magneto, Moon Knight, Phoenix, Rocket Raccoon",1
5513764_1764816868_1291020_11001_12,1,"Emma Frost, Invisible Woman, Luna Snow, Magneto, Phoenix, The Punisher",0
5513765_1763955073_2042013_11001_12,0,"Daredevil, Hawkeye, Jeff The Land Shark, Magneto, Rocket Raccoon, Spider-Man",0
5513765_1763955073_2042013_11001_12,1,"Luna Snow, Magneto, Psylocke, Rocket Raccoon, Star-Lord, Venom",1
5513765_1764829681_1291329_11001_12,0,"Emma Frost, Gambit, Magneto, Psylocke, Rocket Raccoon, Winter Soldier",1
5513765_1764829681_1291329_11001_12,1,"Gambit, Magneto, Peni Parker, Rocket Raccoon, Spider-Man, Winter Soldier",0
5513765_1765052019_2042013_11001_12,0,"Gambit, Peni Parker, Phoenix, Rocket Raccoon, Star-Lord, Thor",1
5513765_1765052019_2042013_11001_12,1,"Emma Frost, Gambit, Invisible Woman, Magneto, Phoenix, Psylocke",0
5513766_1764020883_1288011_11001_12,0,"Angela, Gambit, Magneto, Mister Fantastic, Rocket Raccoon, Wolverine",0
5513766_1764020883_1288011_11001_12,1,"Angela, Gambit, Invisible Woman, Magneto, Phoenix, Psylocke",1
5513766_1764636903_1310023_11001_12,0,"Captain America, Emma Frost, Invisible Woman, Loki, Star-Lord, Winter Soldier",0
5513766_1764636903_1310023_11001_12,1,"Angela, Emma Frost, Invisible Woman, Mantis, Phoenix, Star-Lord",1
5513767_1764503145_1290386_11001_12,0,"Daredevil, Emma Frost, Invisible Woman, Magneto, Psylocke, Rocket Raccoon",0
5513767_1764503145_1290386_11001_12,1,"Daredevil, Invisible Woman, Luna Snow, Magneto, Spider-Man, Venom",1
5513768_1763689634_2042010_11001_12,0,"Gambit, Loki, Magneto, Storm, Venom, Winter Soldier",0
5513768_1763689634_2042010_11001_12,1,"Angela, Gambit, Magneto, Rocket Raccoon, Winter Soldier, Wolverine",1
5513768_1763878043_1290170_11001_12,0,"Emma Frost, Gambit, Hawkeye, Loki, Magneto, Namor",0
5513768_1763878043_1290170_11001_12,1,"Emma Frost, Gambit, Iron Fist, Magneto, Rocket Raccoon, Spider-Man",1
5513768_1764233863_1291293_11001_12,0,"Emma Frost, Gambit, Invisible Woman, Magneto, Mister Fantastic, Psylocke",0
5513768_1764233863_1291293_11001_12,1,"Emma Frost, Gambit, Invisible Woman, Magneto, Mantis, Psylocke",1
5513768_1764625459_1292095_11001_12,0,"Angela, Emma Frost, Gambit, Loki, Mister Fantastic, Spider-Man",1
5513768_1764625459_1292095_11001_12,1,"Angela, Emma Frost, Gambit, Jeff The Land Shark, Moon Knight, Star-Lord",0
5513770_1765050426_1291091_11001_12,0,"Doctor Strange, Gambit, Hela, Invisible Woman, Magneto, Namor",0
5513770_1765050426_1291091_11001_12,1,"Emma Frost, Gambit, Invisible Woman, Magneto, Phoenix, Psylocke",1
5513772_1764231754_1292148_11001_12,0,"Emma Frost, Groot, Hela, Invisible Woman, Luna Snow, Psylocke",1
5513772_1764231754_1292148_11001_12,1,"Doctor Strange, Emma Frost, Iron Fist, Jeff The Land Shark, Phoenix, Rocket Raccoon",0
5513773_1764828200_1318257_11001_12,0,"Angela, Invisible Woman, Magneto, Psylocke, Rocket Raccoon, Star-Lord",1
5513773_1764828200_1318257_11001_12,1,"Invisible Woman, Magneto, Psylocke, Rocket Raccoon, Star-Lord, Venom",0
5513774_1765012161_1318437_11001_12,0,"Gambit, Hawkeye, Luna Snow, Magneto, Peni Parker, Winter Soldier",0
5513774_1765012161_1318437_11001_12,1,"Emma Frost, Gambit, Hawkeye, Invisible Woman, Spider-Man, Thor",1
5513775_1765000907_1318306_11001_12,0,"Captain America, Groot, Invisible Woman, Mantis, Phoenix, Psylocke",1
5513775_1765000907_1318306_11001_12,1,"Invisible Woman, Jeff The Land Shark, Magneto, Phoenix, Ultron, Venom",0
5513775_1765081371_1267508_11001_12,0,"Captain America, Emma Frost, Gambit, Invisible Woman, Iron Fist, Star-Lord",0
5513775_1765081371_1267508_11001_12,1,"Gambit, Invisible Woman, Magneto, Storm, Thor, Winter Soldier",1
5513775_1765089807_1267618_11001_12,0,"Emma Frost, Magneto, Mantis, Phoenix, Rocket Raccoon, Winter Soldier",0
5513775_1765089807_1267618_11001_12,1,"Angela, Luna Snow, Moon Knight, Peni Parker, Rocket Raccoon, Spider-Man",1
5513777_1763874005_1292323_11001_12,0,"Emma Frost, Invisible Woman, Iron Fist, Peni Parker, Rocket Raccoon, Spider-Man",1
5513777_1763874005_1292323_11001_12,1,"Adam Warlock, Emma Frost, Invisible Woman, Moon Knight, Rocket Raccoon, Star-Lord",0
5513779_1763950011_1318186_11001_12,0,"Groot, Hela, Jeff The Land Shark, Namor, Psylocke, Rocket Raccoon",1
5513779_1763950011_1318186_11001_12,1,"Groot, Hela, Invisible Woman, Luna Snow, Magneto, Phoenix",0
5513780_1764651281_1288340_11001_12,0,"Daredevil, Groot, Invisible Woman, Moon Knight, Rocket Raccoon, Venom",1
5513780_1764651281_1288340_11001_12,1,"Emma Frost, Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Star-Lord",0
5513780_1764733640_1267267_11001_12,0,"Gambit, Groot, Invisible Woman, Magneto, Psylocke, Spider-Man",1
5513780_1764733640_1267267_11001_12,1,"Captain America, Emma Frost, Invisible Woman, Jeff The Land Shark, Phoenix, Psylocke",0
5513781_1763925763_1231026_11001_12,0,"Emma Frost, Hela, Jeff The Land Shark, Rocket Raccoon, Venom, Winter Soldier",1
5513781_1763925763_1231026_11001_12,1,"Emma Frost, Hela, Jeff The Land Shark, Loki, Luna Snow, Magneto",0
5513782_1764199886_1290096_11001_12,0,"Emma Frost, Gambit, Loki, Magneto, Phoenix, Winter Soldier",0
5513782_1764199886_1290096_11001_12,1,"Doctor Strange, Gambit, Groot, Loki, Magneto, Star-Lord",1
5513782_1764551622_1311334_11001_12,0,"Groot, Jeff The Land Shark, Luna Snow, Magneto, Mister Fantastic, Wolverine",1
5513782_1764551622_1311334_11001_12,1,"Groot, Hela, Loki, Luna Snow, Magneto, Star-Lord",0
5513782_1764734876_1288286_11001_12,0,"Emma Frost, Invisible Woman, Luna Snow, Magneto, Spider-Man, The Punisher",1
5513782_1764734876_1288286_11001_12,1,"Groot, Invisible Woman, Phoenix, Rocket Raccoon, Star-Lord, Venom",0
5513782_1765055540_1311137_11001_12,0,"Bruce Banner, Invisible Woman, Iron Fist, Luna Snow, Magneto, Phoenix",0
5513782_1765055540_1311137_11001_12,1,"Angela, Invisible Woman, Magneto, Phoenix, Psylocke, Rocket Raccoon",1
5513782_1765068527_1311317_11001_12,0,"Emma Frost, Gambit, Hela, Magneto, Rocket Raccoon, Winter Soldier",0
5513782_1765068527_1311317_11001_12,1,"Adam Warlock, Gambit, Groot, Hela, Magneto, Mantis",1
5513782_1765079109_1311451_11001_12,0,"Cloak & Dagger, Gambit, Groot, Hawkeye, Magneto, Psylocke",1
5513782_1765079109_1311451_11001_12,1,"Emma Frost, Gambit, Invisible Woman, Namor, Thor, Winter Soldier",0
5513783_1764298144_1311127_11001_12,0,"Emma Frost, Gambit, Invisible Woman, Magneto, Phoenix, Psylocke",1
5513783_1764298144_1311127_11001_12,1,"Emma Frost, Gambit, Groot, Loki, Psylocke, Star-Lord",0
5513783_1764562140_1272536_11001_12,0,"Gambit, Invisible Woman, Magneto, Mister Fantastic, Psylocke, Venom",1
5513783_1764562140_1272536_11001_12,1,"Angela, Emma Frost, Gambit, Invisible Woman, Psylocke, Winter Soldier",0
5513783_1764567409_1272601_11001_12,0,"Emma Frost, Hawkeye, Invisible Woman, Jeff The Land Shark, Magneto, Star-Lord",0
5513783_1764567409_1272601_11001_12,1,"Emma Frost, Hela, Invisible Woman, Luna Snow, Magneto, Namor",1
5513783_1764576091_1272703_11001_12,0,"Captain America, Gambit, Jeff The Land Shark, Magneto, Mister Fantastic, Spider-Man",0
5513783_1764576091_1272703_11001_12,1,"Captain America, Gambit, Loki, Mister Fantastic, Peni Parker, Wolverine",1
5513783_1764977607_1310127_11001_12,0,"Gambit, Invisible Woman, Magneto, Mantis, Spider-Man, Storm",0
5513783_1764977607_1310127_11001_12,1,"Bruce Banner, Gambit, Loki, Mantis, Peni Parker, Star-Lord",1
5513784_1764477907_1318567_11001_12,0,"Gambit, Groot, Hela, Loki, Magneto, Namor",0
5513784_1764477907_1318567_11001_12,1,"Captain America, Gambit, Hela, Invisible Woman, Iron Fist, Magneto",1
5513784_1764571883_1288233_11001_12,0,"Angela, Gambit, Hela, Loki, Magneto, Namor",0
5513784_1764571883_1288233_11001_12,1,"Angela, Gambit, Loki, Magneto, Star-Lord, The Punisher",1
5513785_1764394581_1272521_11001_12,0,"Daredevil, Emma Frost, Invisible Woman, Mister Fantastic, Rocket Raccoon, Venom",0
5513785_1764394581_1272521_11001_12,1,"Angela, Emma Frost, Hela, Invisible Woman, Magneto, Rocket Raccoon",1
5513786_1764052157_1267077_11001_12,0,"Emma Frost, Hela, Invisible Woman, Magneto, Mantis, Rocket Raccoon",1
5513786_1764052157_1267077_11001_12,1,"Emma Frost, Hela, Invisible Woman, Magneto, Namor, Rocket Raccoon",0
5513786_1764203866_1245209_11001_12,0,"Angela, Gambit, Hela, Luna Snow, Magneto, Psylocke",1
5513786_1764203866_1245209_11001_12,1,"Gambit, Groot, Hela, Jeff The Land Shark, Magneto, Phoenix",0
5513788_1764730220_1311225_11001_12,0,"Adam Warlock, Angela, Daredevil, Mantis, Rocket Raccoon, The Thing",1
5513788_1764730220_1311225_11001_12,1,"Angela, Captain America, Mantis, Phoenix, Rocket Raccoon, Spider-Man",0
5513789_1764890354_1291093_11001_12,0,"Doctor Strange, Gambit, Loki, Psylocke, Star-Lord, Thor",1
5513789_1764890354_1291093_11001_12,1,"Emma Frost, Gambit, Loki, Phoenix, Psylocke, Spider-Man",0
5513790_1764736852_1292081_11001_12,0,"Magik, Magneto, Phoenix, Rocket Raccoon, Spider-Man, Winter Soldier",1
5513790_1764736852_1292081_11001_12,1,"Daredevil, Doctor Strange, Emma Frost, Gambit, Rocket Raccoon, Spider-Man",0
5513791_1763520160_1245148_11001_12,0,"Emma Frost, Gambit, Groot, Invisible Woman, Psylocke, Winter Soldier",0
5513791_1763520160_1245148_11001_12,1,"Gambit, Groot, Magneto, Psylocke, Rocket Raccoon, Winter Soldier",1
5513791_1764186326_1318012_11001_12,0,"Groot, Hela, Loki, Magneto, Mantis, Star-Lord",1
5513791_1764186326_1318012_11001_12,1,"Captain America, Hela, Luna Snow, Mantis, Psylocke, Spider-Man",0
5513791_1764716918_1318021_11001_12,0,"Hela, Invisible Woman, Loki, Mantis, Peni Parker, Venom",0
5513791_1764716918_1318021_11001_12,1,"Hela, Invisible Woman, Loki, Magneto, Mantis, Venom",1
5513792_1763620664_1311317_11001_12,0,"Gambit, Iron Fist, Magneto, Rocket Raccoon, Spider-Man, The Thing",1
5513792_1763620664_1311317_11001_12,1,"Angela, Emma Frost, Gambit, Invisible Woman, Phoenix, Psylocke",0
5513792_1764394685_1272548_11001_12,0,"Captain America, Emma Frost, Gambit, Invisible Woman, Iron Fist, Star-Lord",1
5513792_1764394685_1272548_11001_12,1,"Emma Frost, Gambit, Loki, Magneto, Phoenix, The Punisher",0
5513792_1764594710_1291644_11001_12,0,"Hela, Invisible Woman, Luna Snow, Phoenix, The Thing, Thor",0
5513792_1764594710_1291644_11001_12,1,"Bruce Banner, Iron Fist, Magik, Magneto, Peni Parker, Rocket Raccoon",1
5513792_1765090486_1290096_11001_12,0,"Emma Frost, Gambit, Loki, Magneto, Mantis, Star-Lord",1
5513792_1765090486_1290096_11001_12,1,"Emma Frost, Gambit, Loki, Magneto, Mantis, Star-Lord",0
5513793_1763959908_1290119_11001_12,0,"Invisible Woman, Magneto, Phoenix, Rocket Raccoon, The Thing, Winter Soldier",1
5513793_1763959908_1290119_11001_12,1,"Angela, Invisible Woman, Magneto, Rocket Raccoon, Winter Soldier, Wolverine",0
5513793_1763968111_1290192_11001_12,0,"Invisible Woman, Magik, Mister Fantastic, Peni Parker, Psylocke, Rocket Raccoon",0
5513793_1763968111_1290192_11001_12,1,"Angela, Invisible Woman, Peni Parker, Rocket Raccoon, Spider-Man, Wolverine",1
5513793_1764304303_1288014_11001_12,0,"Angela, Groot, Loki, Mantis, Phoenix, Winter Soldier",0
5513793_1764304303_1288014_11001_12,1,"Daredevil, Emma Frost, Groot, Loki, Mantis, Rocket Raccoon",1
5513794_1762657774_1272012_11001_12,0,"Emma Frost, Groot, Hela, Invisible Woman, Rocket Raccoon, Star-Lord",1
5513794_1762657774_1272012_11001_12,1,"Emma Frost, Loki, Magneto, Mantis, Rocket Raccoon, Star-Lord",0
5513794_1764884213_1288010_11001_12,0,"Angela, Luna Snow, Magneto, Rocket Raccoon, Spider-Man, Wolverine",0
5513794_1764884213_1288010_11001_12,1,"Angela, Captain America, Cloak & Dagger, Jeff The Land Shark, Mister Fantastic, Spider-Man",1
5513795_1763325304_1291162_11001_12,0,"Cloak & Dagger, Doctor Strange, Gambit, Phoenix, Spider-Man, Winter Soldier",1
5513795_1763325304_1291162_11001_12,1,"Gambit, Invisible Woman, Magneto, Spider-Man, Star-Lord, Winter Soldier",0
5513795_1764059607_1318448_11001_12,0,"Cloak & Dagger, Emma Frost, Invisible Woman, Iron Fist, Phoenix, The Thing",1
5513795_1764059607_1318448_11001_12,1,"Emma Frost, Groot, Invisible Woman, Luna Snow, Phoenix, Star-Lord",0
5513795_1764197510_1267032_11001_12,0,"Gambit, Invisible Woman, Magneto, Peni Parker, Phoenix, Star-Lord",0
5513795_1764197510_1267032_11001_12,1,"Angela, Gambit, Invisible Woman, Magneto, Phoenix, The Punisher",1
5513795_1765055451_1267173_11001_12,0,"Emma Frost, Gambit, Groot, Invisible Woman, Phoenix, The Punisher",1
5513795_1765055451_1267173_11001_12,1,"Doctor Strange, Gambit, Invisible Woman, Magik, Magneto, Mister Fantastic",0
5513795_1765077944_1267492_11001_12,0,"Gambit, Groot, Invisible Woman, Magneto, Mantis, Winter Soldier",0
5513795_1765077944_1267492_11001_12,1,"Gambit, Groot, Invisible Woman, Magneto, Mantis, Psylocke",1
5513796_1763330613_1318278_11001_12,0,"Emma Frost, Gambit, Invisible Woman, Mantis, Phoenix, Thor",1
5513796_1763330613_1318278_11001_12,1,"Emma Frost, Gambit, Invisible Woman, Magneto, Mantis, Phoenix",0
5513796_1764636726_1272104_11001_12,0,"Doctor Strange, Invisible Woman, Magneto, Rocket Raccoon, The Punisher, Winter Soldier",1
5513796_1764636726_1272104_11001_12,1,"Blade, Groot, Invisible Woman, Jeff The Land Shark, Magik, Thor",0
5513796_1764650103_1272334_11001_12,0,"Invisible Woman, Jeff The Land Shark, Magneto, Namor, Psylocke, Psylocke",0
5513796_1764650103_1272334_11001_12,1,"Hawkeye, Hela, Invisible Woman, Magneto, Psylocke, Rocket Raccoon",1
5513796_1764968845_1310138_11001_12,0,"Cloak & Dagger, Emma Frost, Hela, Jeff The Land Shark, Magneto, Phoenix",1
5513796_1764968845_1310138_11001_12,1,"Daredevil, Hela, Jeff The Land Shark, Luna Snow, Magneto, Venom",0
5513797_1764193027_2042007_11001_12,0,"Doctor Strange, Gambit, Invisible Woman, Mister Fantastic, Spider-Man, Venom",1
5513797_1764193027_2042007_11001_12,1,"Doctor Strange, Gambit, Invisible Woman, Magneto, Star-Lord, The Thing",0
5513797_1764914748_1288204_11001_12,0,"Angela, Hela, Iron Fist, Luna Snow, Psylocke, Rocket Raccoon",0
5513797_1764914748_1288204_11001_12,1,"Angela, Cloak & Dagger, Iron Fist, Luna Snow, Magik, Wolverine",1
5513797_1764930579_1288395_11001_12,0,"Invisible Woman, Jeff The Land Shark, Magneto, Mister Fantastic, Spider-Man, Winter Soldier",1
5513797_1764930579_1288395_11001_12,1,"Angela, Invisible Woman, Jeff The Land Shark, Psylocke, Spider-Man, Venom",0
5513798_1764039722_1245036_11001_12,0,"Gambit, Jeff The Land Shark, Magneto, Mantis, Phoenix, Wolverine",1
5513798_1764039722_1245036_11001_12,1,"Emma Frost, Luna Snow, Magik, Rocket Raccoon, Spider-Man, The Thing",0
5513798_1764048177_1245112_11001_12,0,"Black Widow, Bruce Banner, Cloak & Dagger, Emma Frost, Invisible Woman, Phoenix",0
5513798_1764048177_1245112_11001_12,1,"Emma Frost, Groot, Invisible Woman, Psylocke, Rocket Raccoon, Winter Soldier",1
5513800_1763430645_1288230_11001_12,0,"Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Winter Soldier, Wolverine",1
5513800_1763430645_1288230_11001_12,1,"Angela, Invisible Woman, Loki, Mister Fantastic, Squirrel Girl, The Thing",0
5513801_1764550630_1245261_11001_12,0,"Emma Frost, Gambit, Iron Fist, Loki, Magneto, Mantis",1
5513801_1764550630_1245261_11001_12,1,"Emma Frost, Gambit, Invisible Woman, Iron Fist, Loki, Magneto",0
5513801_1764725066_1288009_11001_12,0,"Emma Frost, Invisible Woman, Luna Snow, Spider-Man, Venom, Wolverine",0
5513801_1764725066_1288009_11001_12,1,"Invisible Woman, Magneto, Phoenix, Psylocke, Rocket Raccoon, Wolverine",1
5513801_1764973202_1245164_11001_12,0,"Angela, Cloak & Dagger, Emma Frost, Phoenix, Rocket Raccoon, Star-Lord",1
5513801_1764973202_1245164_11001_12,1,"Captain America, Cloak & Dagger, Moon Knight, Rocket Raccoon, Venom, Winter Soldier",0
5513801_1765032651_1245827_11001_12,0,"Adam Warlock, Angela, Hawkeye, Invisible Woman, Magneto, Mantis",1
5513801_1765032651_1245827_11001_12,1,"Angela, Emma Frost, Invisible Woman, Luna Snow, Phoenix, Winter Soldier",0
5513801_1765075406_1231309_11001_12,0,"Angela, Emma Frost, Gambit, Invisible Woman, Mantis, Winter Soldier",1
5513801_1765075406_1231309_11001_12,1,"Doctor Strange, Gambit, Groot, Hawkeye, Invisible Woman, Venom",0
5513802_1764903225_1311040_11001_12,0,"Angela, Captain America, Gambit, Loki, Magik, Star-Lord",1
5513802_1764903225_1311040_11001_12,1,"Angela, Gambit, Loki, Magneto, Star-Lord, The Punisher",0
5513802_1764909011_1311119_11001_12,0,"Emma Frost, Gambit, Groot, Luna Snow, Peni Parker, Winter Soldier",0
5513802_1764909011_1311119_11001_12,1,"Angela, Gambit, Luna Snow, Peni Parker, Rocket Raccoon, Winter Soldier",1
5513802_1764912903_1311164_11001_12,0,"Cloak & Dagger, Emma Frost, Luna Snow, Magneto, Psylocke, Scarlet Witch",0
5513802_1764912903_1311164_11001_12,1,"Emma Frost, Hela, Luna Snow, Phoenix, Rocket Raccoon, Winter Soldier",1
5513804_1763595741_1290073_11001_12,0,"Gambit, Luna Snow, Magneto, Spider-Man, The Punisher, Thor",0
5513804_1763595741_1290073_11001_12,1,"Angela, Gambit, Luna Snow, Magneto, Phoenix, Star-Lord",1
5513805_1764031329_1318146_11001_12,0,"Angela, Emma Frost, Invisible Woman, Iron Fist, Rocket Raccoon, Spider-Man",0
5513805_1764031329_1318146_11001_12,1,"Captain America, Invisible Woman, Luna Snow, Magneto, Psylocke, Spider-Man",1
5513805_1764467229_1318382_11001_12,0,"Doctor Strange, Groot, Invisible Woman, Iron Fist, Rocket Raccoon, Star-Lord",1
5513805_1764467229_1318382_11001_12,1,"Doctor Strange, Invisible Woman, Loki, Magneto, Moon Knight, Winter Soldier",0
5513805_1764647445_1245116_11001_12,0,"Emma Frost, Hela, Loki, Rocket Raccoon, Rocket Raccoon, Venom",1
5513805_1764647445_1245116_11001_12,1,"Bruce Banner, Hawkeye, Hela, Magneto, Rocket Raccoon, Spider-Man",0
5513806_1764306314_1267249_11001_12,0,"Emma Frost, Hela, Invisible Woman, Phoenix, Rocket Raccoon, Venom",1
5513806_1764306314_1267249_11001_12,1,"Hela, Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Venom",0
5513806_1764414215_1291463_11001_12,0,"Emma Frost, Hela, Invisible Woman, Luna Snow, Magneto, Namor",1
5513806_1764414215_1291463_11001_12,1,"Cloak & Dagger, Emma Frost, Invisible Woman, Magneto, Namor, The Punisher",0
5513806_1764728391_1245048_11001_12,0,"Emma Frost, Hela, Invisible Woman, Rocket Raccoon, Venom, Winter Soldier",0
5513806_1764728391_1245048_11001_12,1,"Groot, Invisible Woman, Magneto, Mantis, Phoenix, Winter Soldier",1
5513807_1764379510_1288281_11001_12,0,"Emma Frost, Groot, Invisible Woman, Phoenix, Rocket Raccoon, Winter Soldier",1
5513807_1764379510_1288281_11001_12,1,"Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Venom, Wolverine",0
5513807_1765067681_1288119_11001_12,0,"Angela, Iron Fist, Luna Snow, Peni Parker, Rocket Raccoon, Star-Lord",0
5513807_1765067681_1288119_11001_12,1,"Angela, Luna Snow, Phoenix, Rocket Raccoon, The Thing, Winter Soldier",1
5513807_1765068404_1288128_11001_12,0,"Angela, Emma Frost, Gambit, Rocket Raccoon, The Punisher, Wolverine",0
5513807_1765068404_1288128_11001_12,1,"Gambit, Groot, Rocket Raccoon, Spider-Man, Venom, Winter Soldier",1
5513808_1763961802_1318177_11001_12,0,"Angela, Invisible Woman, Luna Snow, Magneto, Mister Fantastic, Psylocke",1
5513808_1763961802_1318177_11001_12,1,"Emma Frost, Invisible Woman, Iron Fist, Psylocke, Rocket Raccoon, Venom",0
5513809_1762026426_1288018_11001_12,0,"Doctor Strange, Emma Frost, Luna Snow, Rocket Raccoon, Star-Lord, Winter Soldier",0
5513809_1762026426_1288018_11001_12,1,"Adam Warlock, Magik, Mantis, Rocket Raccoon, Star-Lord, Venom",1
5513809_1764235874_1288001_11001_12,0,"Emma Frost, Hela, Invisible Woman, Magneto, Rocket Raccoon, Star-Lord",0
5513809_1764235874_1288001_11001_12,1,"Emma Frost, Invisible Woman, Magneto, Psylocke, Rocket Raccoon, Star-Lord",1
